id,Hospital/Daycare Centre Name,Email Address,Mobile Number,Registration Date,Final Consent Date,Last Updated,Rohini ID,Status,Assigned To,Total Score,Total Beds,Address1: DOOR/Block NUMBER AND BUILDING NAME,ADDRESS2: STREET NAME,Area,City,Is the Hospital/Daycare Centre situated in any of the Aspirational Districts listed in Annexure?,"If Yes, which District?",State,PINCODE,Hospital/Daycare Centre PAN Number,Latitude,Longitude,HOSPITAL/DAYCARE CENTRE REGN NUMBER,Mention the relevant law under which your Hospital/Daycare Centre is Licensed,"If the answer to the previous question is ""Others"", please state the law under which your Hospital/Daycare Centre is Licensed",Please state the Authority/Agency with whom the Hospital is registered as required under law,Is your Hospital/Daycare Centre Registered with the National Health Facility Registry (HFR),"If Registered with HFR, please provide National Identification Number",Provider Category,Provider Stream,Hospital/Daycare Centre speciality,"If Single Speciality, choose the type of Speciality",Nature of Ownership of the Hospital,PHARMACY,Fire NOC,State level certificate,Pollution Control,BMW management,"Compliance with all the obligations as laid down by the circulars, guidelines, orders of the Government and other legally required compliances",NABH Accreditation,"If Yes, Type of NABH Accreditation",JCI Accreditation,Maintenance of daily medical records,Does the Hospital/Daycare Centre have a Helpdesk to facilitate Cashless access?,Hospital/Daycare Centre Contact Name,Hospital/Daycare Centre Contact Number,Hospital/Daycare Centre Email id,Speciality Offered,GENERAL WARDS,SEMI PRIVATE ROOMS,PRIVATE ROOMS,For Semi Private Rooms,For General Wards,For Private Rooms,Years of Establishment,Dr. Bed Ratio,Nurse Bed Ratio,ICU Beds,ICCU Beds,NICU Beds,PICU Beds,Isolation Beds,Burn Unit,HDU beds,# Ventilators,Crash Carts,#Defribillators,Piped Gas (Central Oxygen & Suction),Fire Safety,Ambulance Service,"Ambulance Service Type (if ""InHouse"" Ambulance Service is selected)",Blood Bank,Pharmacy,Modular OT,Major OT,Minor OT,Labor Room,Cardia Thoracic OT,Dialysis Unit,Endoscope,Robotic Arm,C- Arm,CAS,Cath Lab,Step Down OT,Resuscitation equipment,Lithotripsy Equipment,Legal Statutes Compliance,Registration with IT Tax Dept,Uninterrupted Electricity Backup,Safe Drinking Water,Legal Record Maintenance,Mortuary Services,CSSD,Display of Hospital Charges,Monitoring of Infection Rates,Monitoring of Death Rates,Full Time Super Specialists,Full Time Specialists,Full Time MBBS,Full Time Alternate Med Doctors,Registered Nurses,Total Anesthetists,Total Surgeons,Total Orthopedicians,Total OBGY,Total Qualified Medical Practitioners,Total Nurses,Total OT Technicians,Total Radiology Technicians,Total Pathology Technicians,Total Emergency Medicine Technicians,Total Audiology Technicians,Total Ancillary Service Technicians,Total Qualified Pharmacists,Total Qualified Paramedical Staff,TPA Coordinator Name,TPA Coordinator Email,TPA Coordinator Phone,Billing Person Name,Billing Person Email,Billing Person Phone,Medical Superintendent Name,Medical Superintendent Email,Medical Superintendent Phone,Medical Director Name,Medical Director Email,Medical Director Phone,Administrator Name,Administrator Email,Administrator Phone,CEO Name,CEO Email,CEO Phone,Marketing Head Name,Marketing Head Email,Marketing Head Phone,Account Number,IFSC Code,Account Type,Bank Name,Registration Certificate Document,ROHINI Certificate Document,Proprietorship Certificate Document,KYC Owner Entity Document,KYC Authorized Signatory Document,PAN Card Document,GST Certificate Document,Cancelled Cheque Document,Accreditation Certificate Document,Authorised Building Plan Document,PCB Certificate Document,Fire Safety Certificate Document,BMW Certificate Document,Lift Commission Certificate Document,PCPNDT Certificate Document,MTP Certificate Document,AERB License Document,FDA License Pharmacy Document,FDA License Blood Bank Document,NDPS License Pharmacy Document,HOTA Certificate Document,Hospital Exterior View Photo,Hospital Main Reception Area Photo,Hospital Patient Waiting Area Photo,Hospital OPD View Photo,Hospital ICU View Photo,Hospital OT View Photo,Hospital Consultation Chamber Photo,Hospital Patient Room Interior Photo,Hospital Pathology Lab Photo,Hospital Specialized Equipment Photo,Hospital Other Image Photo,Hospital Address Proof Photo,Hospital Front Entrance Photo,Authorized Signatory Name,Authorized Signatory Email,Authorized Signatory Phone,General Surgery,Medicine,Plastic Surgery,Orthopedics,OBGY,Pediatrics,Burns Unit,Nuclear Medicine,Neonatology,Cardiology,CVTS,ENT,Ophthalmology,Neurosurgery,Nephrology,Reconstructive Surgery,Oncology,Neonatal Paediatric Surgery,Urology,Bariatric Surgery,Biochemistry,Microbiology,Immunochemistry,Imaging,X-Rays,MRI,USG,PET,CT,Echo
1002542,FOCUS EYE CLINIC,tpa.focuseyeclinic@gmail.com,9579939847,13/8/2025,14/8/2025,1/12/2025,8900080684935,Empaneled,Dr Sachin Gaikwad,57,1,A/103 laxmi narayan chs opp nkt collage kharkar ali thane west,KHARKAR ALI THANE ,THANE ,Mumbai,No,N/A,MAHARASHTRA,400601,DKUPS2147P,19.19652,72.97950,TMCZONEA508,"Bombay Nursing Homes Registration Act, 1949",false,THE MUNICIPAL CORPORATION OF THE CITY OF THANE,No,N/A,Day Care,Allopathy,Single,Ophthalmology (Eye Care),Sole Proprietorship,no,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,KIRTI JADHAV,9579939847,tpa.focuseyeclinic@gmail.com,Yes,1,0,0,0,550,,2018,1:1,1:1,0,0,0,0,0,0,0,0,Yes,0,No,Yes,Not Available,,Not Available,Outsourced,0,1,0,0,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,1,1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,KIRTEE JADHAV,tpa.focuseyeclinic@gmail.com,9579939847,KIRTEE JADHAV,tpa.focuseyeclinic@gmail.com,9579939847,MOHINI MODAK,tpa.focuseyeclinic@gmail.com,9579939847,MOHINI MODAK,tpa.focuseyeclinic@gmail.com,9579939847,,,,MOHINI MODAK,tpa.focuseyeclinic@gmail.com,9579939847,,,,50200049159180,HDFC0000146,Current,HDFC BANK ,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,MOHINI MODAK,tpa.focuseyeclinic@gmail.com,9579939847,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1002527,AROHI EYE HOSPITAL,cashless@arohieye.in,9820111315,13/8/2025,17/9/2025,16/1/2026,8900080438651,Empaneled,Dr Sachin Gaikwad,90,2,"105, GR. & 1ST FLOOR, ASTON BUILDING","SUNDERVAN COMPLEX, ",ANDHERI WEST,MUMBAI,No,N/A,MAHARASHTRA,400053,ABBCS2696F,19.1374,72.8260,887881720,"Bombay Nursing Homes Registration Act, 1949",false,BOMBAY NURSING HOMES,No,N/A,Hospital,Allopathy,Single,Ophthalmology (Eye Care),Private Limited Company,yes,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,SANDIP DESAI,9820111315,cashless@arohieye.in,Yes,2,0,0,0,2,,2020,1:1,1:1,0,0,0,0,0,0,0,0,Yes,1,No,Yes,Outsourced,,Outsourced,In-house,0,1,1,0,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,9,9,0,2,1,2,0,0,2,2,2,0,0,0,0,2,1,2,SANDIP DESAI,cashless@arohieye.in,9820111315,,,,,,,,,,,,,SHRADHA GOEL,cashless@arohieye.in,9820111315,,,,,,,,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,Uploaded,N/A,Uploaded,N/A,N/A,Uploaded,Uploaded,Uploaded,SHRADHA GOEL,cashless@arohieye.in,9820111315,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced
1002518,Vaishnavi Multispeciality Hospital,vaishnavihospital2024@gmail.com,9827558580,13/8/2025,18/8/2025,12/11/2025,8900080688865,Empaneled,,117,18,"C 16, Soubhagya Nagar",Industrial Area ,Semra Road Govindpura ,Bhopal,No,N/A,MADHYA PRADESH,462023,AAYFV3457A,23.266797,77.438365,NH4197APR2025,Clinical Establishments Act,false,Chief Medical and Health Officer,Yes,N2310023065,Hospital,Allopathy,Multi Speciality,,Partnership Firm,yes,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,Kamlesh Kumar Jharbade,9827558580,vaishnavihospital2024@gmail.com,Yes,11,2,3,1,56,,2025,1:10,1:5,3,0,0,0,2,0,2,1,Yes,2,Yes,Yes,In-house,BLS,Outsourced,In-house,1,0,1,1,0,0,0,0,1,,0,0,4,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0,1,2,2,8,1,6,2,2,2,5,2,1,2,0,0,0,1,4,Kamlesh Jharbade,kamlesh9754@gmail.com,9827558580,Gayatri Mehra,vaishnavihospital2024@gmail.com,7000080745,Dr. Sandeep Wagadre,vaishnavihospital2024@gmail.com,7000080745,Dr. Alkesh Wagadre,wdr.alkesh@gmail.com,9827641202,Pooja,vaishnavihospital2024@gmail.com,7974740557,Dr. Pratibha Wagadre,wdr.alkesh@gmail.com,8085918888,Arun Wagadre,arunwagadre11@gmail.com,9039005013,923020064561916,UTIB0003154,Current,AXIS BANK LTD,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Dr. Alkesh Wagadre,wdr.alkesh@gmail.com,9827641202,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Outsourced,Outsourced,Outsourced,In-house,In-house,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced
1002444,HP EYE AND RETINA CARE,hpeyeinsurance@gmail.com,7869424356,11/8/2025,13/8/2025,13/5/2026,8900080635470,Empaneled,Mr Anil Mehra,95,5,plot no. 2/3 chatrasal nagar,JK  road behind surjeet hyundai showroom,JK road near bhel bhopal ,bhopal,No,N/A,MADHYA PRADESH,462021,BJZPS1706E,23.2635,77.4597,NH1649JUN2024,"Madhya Pradesh Upcharya Griha Tatha Rujopchar Sanbabdu Sthapana Adhiniyam, 1973",false,CHIEFMEDICALANDHEALTHOFFICER,Yes,N/A,Hospital,Allopathy,Single,Ophthalmology (Eye Care),Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,DR AMIT SRIVASTAVA,7869424356,hpeyeinsurance@gmail.com,Yes,2,2,1,350,400,,2022,5:2,5:2,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,Outsourced,,Not Available,Outsourced,1,1,1,0,0,0,0,0,0,,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31,2,1,1,3,2,2,0,0,1,3,1,0,1,1,0,0,1,3,DIKSHA TIWARI,hpeyeinsurance@gmail.com,7089024356,DIKSHA TIWARI,hpeyeinsurance@gmail.com,7089024356,DRJYOTI,hpeyeinsurance@gmail.com,7089024356,AMIT SRIVASTAVA,hpeyeinsurance@gmail.com,7869424356,DRJYOTI,hpeyeinsurance@gmail.com,7089024356,DR AMIT SRIVASTAVA,hpeyeinsurance@gmail.com,7869424356,PK BATHAM,hpeyeinsurance@gmail.com,7089024356,50200092957061,HDFC0005978,Current,HDFC BANK,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,DR AMIT SRIVASTAVA,hpeyeinsurance@gmail.com,7869424356,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Not Available,Outsourced,Outsourced,Outsourced,Not Available,Not Available,Outsourced,Not Available
1002361,MANJUNATHA NETHRALAYA PVT LTD,manjunathanethralaya2@gmail.com,9036271295,11/8/2025,11/8/2025,16/3/2026,8900080682849,Empaneled,,70,2,22/2 BESIDE INDIAN OIL PETROL BUNK NAGARABHAVI MAIN ROAD,BESIDE INDIAN OIL PETROL BUNK,NAGARBHAVI MAIN ROAD,BANGALORE,No,N/A,KARNATAKA,560078,ACCFM9666L,12.9279,77.5468,BLU10663ALCWO,Others,false,MEMBERSECRETARYANDDISTRCITHEALTHANDWELFAREOFFICER,No,N/A,Hospital,Ayush,Single,Ophthalmology (Eye Care),Private Limited Company,yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,SUSHMA,9036271295,manjunathanethralaya2@gmail.com,Yes,2,0,0,0,1,,2025,1,1,0,0,0,0,0,0,0,0,No,0,No,Yes,In-house,ALS,Not Available,In-house,0,1,1,1,0,0,0,0,0,,1,0,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,3,3,3,2,1,1,3,2,0,1,1,4,0,1,1,0,0,1,2,SUSHMA,manjunathanethralaya2@gmail.com,9036271295,RACHANA,manjunathanethralaya2@gmail.com,9036271295,DR MANJUNATH MC,manjunathanethralaya2@gmail.com,9036271295,DR THUNGAPPA K S,thungappa@gmail.com,9741905000,SUSHMA,manjunathanethralaya2@gmail.com,9036271295,DR MANJUNATH MC,manjunathanethralaya2@gmail.com,9148678585,RAMESH,manjunathanethralaya2@gmail.com,9036271295,50200107547908,HDFC0004192,Current,HDFC BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,DR THUNGAPPA K S,thungappa@gmail.com,9741905000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Outsourced,Not Available,Not Available,Not Available,Not Available,Not Available
1002270,prakash eye care centre,prakasheye27@gmail.com,8286798838,8/8/2025,8/8/2025,12/11/2025,8900080326590,Empaneled,,55,2,"unit no 203, link lotus building",mith chowky signal ,malad west link rd,mumbai 400064,No,N/A,MAHARASHTRA,400064,ADDPB9766A,19.19571,72.83377,887728958,"Bombay Nursing Homes Registration Act, 1949",false,MUNICIPAL CORPORATION OF GREATER MUMBAI,Yes,2710023209,Hospital,Allopathy,Single,Ophthalmology (Eye Care),Sole Proprietorship,no,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,RONAK BHANDARI,8286798838,prakasheye27@gmail.com,Yes,2,0,0,0,5,,2016,1:2,1:2,0,0,0,0,0,0,0,0,Yes,0,No,Yes,Outsourced,,Not Available,Outsourced,0,1,0,0,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,POONAM BHANDARI,prakasheye27@gmail.com,8286798838,SUSHMA,ronakbhandari@hotmail.com,9222975968,ronak,prakasheye27@gmail.com,9820226076,ronak,prakasheye27@gmail.com,9820226076,poonam bhandari,prakasheye27@gmail.com,9222975968,DR RONAK BHANDARI,prakasheye27@gmail.com,9820226076,nirmala bhandari,prakasheye27@gmail.com,9820226076,510101003051691,UBIN0903329,Current,UNION BANK OF INDIA,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,DR RONAK BHANDARI,prakasheye27@gmail.com,9152821611,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Not Available,Outsourced,Not Available,Not Available,Not Available
1002045,ANANTA EYE CARE CENTRE,anantaeyecaretpa@gmail.com,8454920155,6/8/2025,7/8/2025,7/5/2026,8900080667747,Empaneled,Dr Priti Gupta,47,1,"101, 1st floor, Ecoheights, Shri Nityanand CHSL",sahar road,"above aarthi scans, near railway colony, andheri east",MUMBAI,No,N/A,MAHARASHTRA,400069,AWSPB3537D,19.11640,72.84718,887965878,"Bombay Nursing Homes Registration Act, 1949",false,BRIHANMUMBAI MUNICIPAL CORPORATION,No,N/A,Day Care,Allopathy,Single,Ophthalmology (Eye Care),Sole Proprietorship,not_applicable,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,ruchita nakate,8454920155,anantaeyecaretpa@gmail.com,Yes,1,0,0,0,4,,2022,1:2,1:1,0,0,0,0,0,0,0,0,No,0,No,Yes,Outsourced,,Not Available,Not Available,0,1,0,0,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,2,0,0,0,1,1,2,0,0,2,1,1,0,0,0,0,1,0,1,deepak indulkar,anantaeyecaretpa@gmail.com,8454920155,RUCHITA NAKATE,anantaeyecaretpa@gmail.com,8454920155,,,,DR SIDDHESH BAPAT,anantaeyecaretpa@gmail.com,9930925424,DR PRIYANKA BAPAT,anantaeyecaretpa@gmail.com,7045413852,DR SIDDHESH BAPAT,anantaeyecaretpa@gmail.com,9930925424,,,,50200085484438,HDFC0000086,Current,HDFC BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,N/A,N/A,N/A,N/A,Uploaded,Uploaded,DR SIDDHESH BAPAT,anantaeyecaretpa@gmail.com,9930925424,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1002002,Perfect Multispeciality Hospital And Cancer Centre,perfecthospital.bhopal@gmail.com,9294827156,6/8/2025,24/10/2025,12/11/2025,8900080703780,Empaneled,,160,33,"Motia Talab Rd, opp. Taj-ul-Masjid Road","Near Royal Market, Kohefiza","Bhopal, Madhya Pradesh 462001",Bhopal,No,N/A,MADHYA PRADESH,462042,ABEFP4613M,23.2632,77.3939,NH0128NOV2023,Clinical Establishments Act,false,Directorate of Health Services,No,N/A,Hospital,Allopathy,Multi Speciality,,Partnership Firm,yes,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,RAVI YADAV,9294827156,perfecthospital.bhopal@gmail.com,Yes,29,2,2,2,2,,2023,2,1:6,10,0,4,0,0,0,4,1,Yes,1,Yes,Yes,Outsourced,,Outsourced,In-house,0,1,1,0,0,0,0,0,0,,0,0,1,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5,2,1,12,4,3,2,3,1,12,3,1,2,1,1,0,1,2,Ravi Yadav,perfecthospital.bhopal@gmail.com,9294827156,RAVI YADAV,perfecthospital.bhopal@gmail.com,9294827156,Dr. Sangeeta Chauhan,perfecthospital.bhopal@gmail.com,9993541848,Dr. Sanjay Sisodiya,perfecthospital.bhopal@gmail.com,9993541848,Anshika,perfecthospital.bhopal@gmail.com,9407727197,Dr. Sanjay Sisodiya,perfecthospital.bhopal@gmail.com,9993541848,RAVI YADAV,perfecthospital.bhopal@gmail.com,9294827156,44359861034,SBIN0010140,Current,State Bank India,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,Uploaded,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Dr. Sangeeta Chauhan,perfecthospital.bhopal@gmail.com,9993541848,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Outsourced,In-house,Outsourced,In-house,In-house,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced
1001966,SHIVSHAKTI NETRALAYA PRIVATE LIMITED,tpashivshaktinetralaya@gmail.com,8717871135,5/8/2025,5/8/2025,25/11/2025,8900080657847,Empaneled,,65,2,"E.F. 18, SCHEME NO. 54, VIJAY NAGAR",NYAY NAGAR SQUARE,MR 9 ROAD,INDORE,No,N/A,MADHYA PRADESH,452010,ABNCS7757H,22.7578,75.8811,NH3198OCT2024,"Madhya Pradesh Upcharya Griha Tatha Rujopchar Sanbabdu Sthapana Adhiniyam, 1973",false,Chief Medical and Health Officer,No,N/A,Hospital,Allopathy,Single,Ophthalmology (Eye Care),Private Limited Company,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR VIVEK SINGH,8717871135,tpashivshaktinetralaya@gmail.com,Yes,0,2,0,6,6,,2022,5:1,5:1,0,0,0,0,0,0,0,0,Yes,0,No,Yes,Not Available,,Not Available,In-house,1,1,1,0,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,2,0,2,0,2,0,0,2,2,1,0,0,0,0,0,1,1,MR KAVYA YOGI,tpashivshaktinetralaya@gmail.com,7879324494,MISS PRERNA SONI,tpashivshaktinetralaya@gmail.com,7879324494,DR BALRAM KHANOTIYA,tpashivshaktinetralaya@gmail.com,9755644191,,,,,,,DR VIVEK SINGH,tpashivshaktinetralaya@gmail.com,8717871135,,,,542905500020,ICIC0005429,Current,ICICI BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,DR VIVEK SINGH,tpashivshaktinetralaya@gmail.com,8717871135,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1001838,SHAKUNTALA BHATIA NURSING HOME,shakuntalabhatiahospital@gmail.com,9821106294,4/8/2025,4/8/2025,24/2/2026,8900080107410,Empaneled,,73,8,"Ground Floor, Gharkul, Charkop Modern Society, ","Sector-No.1, Charkop, Kandivali West , Mumbai 400067",,MUMBAI,No,N/A,MAHARASHTRA,400067,AACPB7429E,19.2106,72.8257,761497796,"Bombay Nursing Homes Registration Act, 1949",false,MUMBAI MUNICIPAL CORPORATION,No,N/A,Hospital,Allopathy,Single,Other Speciality,Sole Proprietorship,no,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR NARESH BHATIA,9821106294,shakuntalabhatiahospital@gmail.com,Yes,0,4,2,11,0,,1993,1:4,1:2,0,0,0,0,0,0,0,0,Yes,1,Yes,Yes,Outsourced,,Outsourced,Outsourced,0,1,0,0,0,0,0,0,0,,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,2,2,3,1,1,0,3,1,3,1,1,0,0,0,0,0,1,DR NARESH BHATIA,shakuntalabhatiahospital@gmail.com,9821106294,,,,,,,,,,,,,DR NARESH BHATIA,shakuntalabhatiahospital@gmail.com,9821106294,,,,50200054195577,HDFC0000411,Current,HDFC BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,N/A,N/A,N/A,N/A,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,DR NARESH BHATIA,shakuntalabhatiahospital@gmail.com,9821106294,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,In-house,Outsourced,Outsourced,Outsourced
1001729,Netrajyoti Eyecare Centre,tpa.netrajyotieyecare@gmail.com,9821233509,2/8/2025,2/8/2025,24/2/2026,8900080111400,Empaneled,,56,2,"001, Triveni Tower ",Govind Dalvi Road ,Dahisar West ,Mumbai ,No,N/A,MAHARASHTRA,400068,ARPPS5104H,19.2447,72.8585,887985399,"Bombay Nursing Homes Registration Act, 1949",false,Maharashtra Nursing Homes Registration Act 1949,No,N/A,Day Care,Allopathy,Single,Ophthalmology (Eye Care),Sole Proprietorship,no,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,Dr Mihir Shah,9821233509,tpa.netrajyotieyecare@gmail.com,Yes,0,2,0,11,0,,2022,1:02,1:02,0,0,0,0,0,0,0,0,Yes,0,No,Yes,Outsourced,,Outsourced,Outsourced,0,0,1,0,0,0,0,0,0,,0,0,2,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1,1,0,2,3,1,1,0,0,0,3,1,0,0,0,0,0,0,1,Dr. Mihir Shah,tpa.netrajyotieyecare@gmail.com,9821233509,,,,,,,,,,,,,Dr. Mihir Shah,tpa.netrajyotieyecare@gmail.com,9821233509,,,,42024660413,SBIN0011691,Current,STATE BANK OF INDIA,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Dr. Mihir Shah,tpa.netrajyotieyecare@gmail.com,9821233509,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Not Available,Not Available,Not Available,Not Available,Not Available
